,x_in,y_in,change,x_fin
71125,-240,-100,1,140
71129,-240,260,1,-220
71133,-240,0,1,40
71137,-240,20,1,20
71141,-240,220,1,-180
71145,-240,40,1,0
71149,-240,-140,1,180
71153,-240,200,1,-160
71157,-240,-140,1,180
71161,-240,-160,1,200
71165,-240,-100,1,140
71169,-240,-80,1,120
71173,-240,80,1,-40
71177,-240,260,1,-220
71181,-240,280,1,-240
71185,-240,240,1,-200
71189,-240,120,1,-80
71193,-240,-120,1,160
71197,-240,100,1,-60
71201,-240,20,1,20
71205,-240,140,1,-100
71209,-240,-160,1,200
71213,-240,-140,1,180
71217,-240,260,1,-220
71221,-240,220,1,-180
71225,-240,-140,1,180
71229,-240,60,1,-20
71233,-240,240,1,-200
71237,-240,0,1,40
71241,-240,20,1,20
71245,-240,0,1,40
71249,-240,180,1,-140
71253,-240,20,1,20
71257,-240,140,1,-100
71261,-240,-40,1,80
71265,-240,-140,1,180
71269,-240,180,1,-140
71273,-240,-140,1,180
71277,-240,140,1,-100
71281,-240,20,1,20
71285,-240,260,1,-220
71289,-240,60,1,-20
71293,-240,-60,1,100
71297,-240,220,1,-180
71301,-240,-60,1,100
71305,-240,60,1,-20
71309,-240,140,1,-100
71313,-240,40,1,0
71317,-240,-140,1,180
71321,-240,280,1,-240
71325,-240,240,1,-200
71329,-240,100,1,-60
71333,-240,-60,1,100
71337,-240,220,1,-180
71341,-240,280,1,-240
71345,-240,100,1,-60
71349,-240,-160,1,200
71353,240,-180,2,-220
71357,240,120,2,80
71361,240,-140,2,-180
71365,240,260,2,220
71369,240,-80,2,-120
71373,240,220,2,180
71377,240,220,2,180
71381,240,40,2,0
71385,240,180,2,140
71389,240,0,2,-40
71393,240,120,2,80
71397,240,260,2,220
71401,240,-40,2,-80
71405,240,0,2,-40
71409,240,200,2,160
71413,240,180,2,140
71417,240,40,2,0
71421,-240,-180,1,220
71425,240,-180,2,-220
71429,240,120,2,80
71433,240,200,2,160
71437,240,160,2,120
71441,240,40,2,0
71445,240,-40,2,-80
71449,240,-40,2,-80
71453,240,-120,2,-160
71457,240,160,2,120
71461,240,120,2,80
71465,240,-100,2,-140
71469,240,20,2,-20
71473,240,280,2,240
71477,240,-20,2,-60
71481,240,-160,2,-200
71485,240,60,2,20
71489,240,200,2,160
71493,240,-160,2,-200
71497,240,240,2,200
71501,240,-140,2,-180
71505,240,180,2,140
71509,240,240,2,200
71513,240,-20,2,-60
71517,240,220,2,180
71521,240,180,2,140
71525,240,0,2,-40
71529,240,100,2,60
71533,240,-40,2,-80
71537,240,-20,2,-60
71541,240,100,2,60
71545,240,-20,2,-60
71549,240,100,2,60
71553,240,260,2,220
71557,240,0,2,-40
71561,240,40,2,0
71565,240,140,2,100
71569,240,-60,2,-100
71573,240,20,2,-20
71577,240,0,2,-40
71581,240,-80,2,-120
71585,240,100,2,60
71589,240,200,2,160
71593,240,-60,2,-100
71597,240,-20,2,-60
71601,240,-80,2,-120
71605,240,60,2,20
71609,240,20,2,-20
71613,240,160,2,120
71617,240,-40,2,-80
71621,240,-140,2,-180
71625,240,160,2,120
71629,240,200,2,160
71633,240,-20,2,-60
71637,240,-120,2,-160
71641,240,120,2,80
71645,240,260,2,220
71649,240,160,2,120
71653,240,160,2,120
71657,240,180,2,140
71661,240,220,2,180
71665,240,120,2,80
71669,240,240,2,200
71673,240,0,2,-40
71677,240,0,2,-40
71681,240,120,2,80
71685,240,220,2,180
71689,240,-80,2,-120
71693,240,-40,2,-80
71697,240,160,2,120
71701,240,260,2,220
71705,240,280,2,240
71709,240,100,2,60
71713,240,-80,2,-120
71717,240,40,2,0
71721,240,260,2,220
71725,240,-40,2,-80
71729,240,100,2,60
71733,240,100,2,60
71737,240,-120,2,-160
71741,240,0,2,-40
71745,240,-20,2,-60
71749,240,-140,2,-180
71753,240,160,2,120
71757,240,60,2,20
71761,240,260,2,220
71765,240,120,2,80
71769,240,280,2,240
71773,240,-80,2,-120
71777,240,220,2,180
71781,240,260,2,220
71785,240,-160,2,-200
71789,240,180,2,140
71793,240,-60,2,-100
71797,240,-120,2,-160
71801,240,-20,2,-60
71805,240,60,2,20
71809,240,120,2,80
71813,240,100,2,60
71817,240,60,2,20
71821,240,-80,2,-120
71825,240,-60,2,-100
71829,240,-60,2,-100
71833,240,80,2,40
71837,240,-120,2,-160
71841,240,-100,2,-140
71845,240,-80,2,-120
71849,240,80,2,40
71853,240,120,2,80
71857,240,20,2,-20
71861,240,280,2,240
71865,240,220,2,180
71869,240,120,2,80
71873,240,40,2,0
71877,240,260,2,220
71881,240,140,2,100
71885,240,120,2,80
71889,240,80,2,40
71893,240,20,2,-20
71897,240,40,2,0
71901,240,200,2,160
71905,240,120,2,80
71909,240,160,2,120
71913,-240,-180,1,220
71917,-240,200,1,-160
71921,-240,-140,1,180
71925,-240,260,1,-220
71929,-240,-20,1,60
71933,-240,160,1,-120
71937,-240,-140,1,180
71941,-240,120,1,-80
71945,-240,-100,1,140
71949,-240,0,1,40
71953,-240,-80,1,120
71957,-240,-80,1,120
71961,-240,260,1,-220
71965,-240,-40,1,80
71969,-240,-60,1,100
71973,-240,100,1,-60
71977,-240,140,1,-100
71981,-240,-140,1,180
71985,240,-180,2,-220
71989,240,-80,2,-120
71993,240,80,2,40
71997,240,260,2,220
72001,240,-140,2,-180
72005,240,20,2,-20
72009,240,-100,2,-140
72013,240,-80,2,-120
72017,240,0,2,-40
72021,240,140,2,100
72025,240,-40,2,-80
72029,240,180,2,140
72033,240,160,2,120
72037,240,280,2,240
72041,240,60,2,20
72045,240,60,2,20
72049,240,160,2,120
72053,240,20,2,-20
72057,240,0,2,-40
72061,240,-160,2,-200
72065,240,80,2,40
72069,240,-120,2,-160
72073,240,-20,2,-60
72077,240,60,2,20
72081,240,180,2,140
72085,240,200,2,160
72089,240,60,2,20
72093,240,-80,2,-120
72097,240,60,2,20
72101,240,280,2,240
72105,240,0,2,-40
72109,240,-140,2,-180
72113,240,100,2,60
72117,240,120,2,80
72121,240,-20,2,-60
72125,240,20,2,-20
72129,240,-20,2,-60
72133,240,240,2,200
72137,240,-80,2,-120
72141,240,180,2,140
72145,240,-20,2,-60
72149,240,-20,2,-60
72153,240,80,2,40
72157,240,280,2,240
72161,240,-40,2,-80
72165,240,-40,2,-80
72169,240,180,2,140
72173,240,-140,2,-180
72177,240,-80,2,-120
72181,240,0,2,-40
72185,-240,-180,1,220
72189,-240,100,1,-60
72193,-240,-20,1,60
72197,-240,160,1,-120
72201,-240,140,1,-100
72205,-240,-160,1,200
72209,-240,80,1,-40
72213,-240,220,1,-180
72217,-240,180,1,-140
72221,-240,200,1,-160
72225,-240,200,1,-160
72229,-240,280,1,-240
72233,-240,120,1,-80
72237,-240,120,1,-80
72241,-240,-100,1,140
72245,-240,200,1,-160
72249,-240,100,1,-60
72253,240,-180,2,-220
72257,240,-60,2,-100
72261,240,-40,2,-80
72265,240,-140,2,-180
72269,240,-160,2,-200
72273,240,260,2,220
72277,240,100,2,60
72281,240,20,2,-20
72285,240,40,2,0
72289,240,80,2,40
72293,240,-100,2,-140
72297,240,180,2,140
72301,240,120,2,80
72305,240,-160,2,-200
72309,240,280,2,240
72313,240,-120,2,-160
72317,240,260,2,220
72321,240,60,2,20
72325,240,280,2,240
72329,240,-40,2,-80
72333,-240,-180,1,220
72337,-240,140,1,-100
72341,-240,-140,1,180
72345,-240,180,1,-140
72349,-240,200,1,-160
72353,-240,-160,1,200
72357,-240,0,1,40
72361,240,-180,2,-220
72365,240,0,2,-40
72369,240,100,2,60
72373,240,-40,2,-80
72377,240,-60,2,-100
72381,240,100,2,60
72385,240,140,2,100
72389,240,20,2,-20
72393,240,-80,2,-120
72397,240,-20,2,-60
72401,240,-160,2,-200
72405,240,260,2,220
72409,240,200,2,160
72413,240,-140,2,-180
72417,240,200,2,160
72421,240,-100,2,-140
72425,240,180,2,140
72429,240,180,2,140
72433,240,260,2,220
72437,240,200,2,160
72441,240,140,2,100
72445,240,-20,2,-60
72449,240,20,2,-20
72453,240,0,2,-40
72457,240,120,2,80
72461,240,60,2,20
72465,240,-40,2,-80
72469,240,40,2,0
72473,-240,-180,1,220
72477,-240,200,1,-160
72481,-240,100,1,-60
72485,-240,-160,1,200
72489,-240,200,1,-160
72493,240,-180,2,-220
72497,240,0,2,-40
72501,240,60,2,20
72505,240,80,2,40
72509,240,80,2,40
72513,240,240,2,200
72517,240,260,2,220
72521,240,-80,2,-120
72525,240,140,2,100
72529,240,-40,2,-80
72533,240,-160,2,-200
72537,240,160,2,120
72541,240,-40,2,-80
72545,240,80,2,40
72549,240,-40,2,-80
72553,240,-160,2,-200
72557,240,160,2,120
72561,240,20,2,-20
72565,240,-60,2,-100
72569,240,-20,2,-60
72573,240,180,2,140
72577,240,-60,2,-100
72581,240,120,2,80
72585,240,100,2,60
72589,240,-20,2,-60
72593,-240,-180,1,220
72597,-240,-100,1,140
72601,-240,-140,1,180
72605,-240,140,1,-100
72609,240,-180,2,-220
72613,240,-20,2,-60
72617,240,40,2,0
72621,240,80,2,40
72625,240,260,2,220
72629,240,-160,2,-200
72633,240,-20,2,-60
72637,240,140,2,100
72641,240,40,2,0
72645,240,140,2,100
72649,240,60,2,20
72653,240,-20,2,-60
72657,-240,-180,1,220
72661,-240,-80,1,120
72665,-240,220,1,-180
72669,-240,100,1,-60
72673,-240,-80,1,120
72677,-240,240,1,-200
72681,-240,-40,1,80
72685,-240,60,1,-20
72689,-240,200,1,-160
72693,240,-180,2,-220
72697,240,260,2,220
72701,240,-60,2,-100
72705,-240,-180,1,220
72709,-240,240,1,-200
72713,-240,100,1,-60
72717,-240,-120,1,160
72721,-240,-80,1,120
72725,-240,-100,1,140
72729,-240,0,1,40
72733,-240,-120,1,160
72737,240,-180,2,-220
72741,240,-120,2,-160
72745,240,100,2,60
72749,240,80,2,40
72753,240,60,2,20
72757,240,140,2,100
72761,240,240,2,200
72765,240,-120,2,-160
72769,240,-160,2,-200
72773,240,-160,2,-200
72777,240,260,2,220
72781,240,40,2,0
72785,240,160,2,120
72789,240,-140,2,-180
72793,240,-80,2,-120
72797,240,280,2,240
72801,240,140,2,100
72805,240,-160,2,-200
72809,240,80,2,40
72813,240,-120,2,-160
72817,240,60,2,20
72821,240,260,2,220
72825,240,280,2,240
72829,240,20,2,-20
72833,240,-60,2,-100
72837,240,-20,2,-60
72841,240,0,2,-40
72845,240,20,2,-20
72849,240,240,2,200
72853,240,180,2,140
72857,240,220,2,180
72861,240,180,2,140
72865,240,60,2,20
72869,240,-60,2,-100
72873,240,120,2,80
72877,240,280,2,240
72881,240,120,2,80
72885,240,-20,2,-60
72889,240,220,2,180
72893,240,120,2,80
72897,240,-60,2,-100
72901,240,140,2,100
72905,240,60,2,20
72909,240,-20,2,-60
72913,240,40,2,0
72917,240,140,2,100
72921,240,140,2,100
72925,240,-140,2,-180
72929,240,280,2,240
72933,240,-140,2,-180
72937,-240,-180,1,220
72941,-240,260,1,-220
72945,-240,-140,1,180
72949,-240,240,1,-200
72953,-240,140,1,-100
72957,-240,120,1,-80
72961,-240,-80,1,120
72965,-240,80,1,-40
72969,-240,-40,1,80
72973,-240,220,1,-180
72977,-240,220,1,-180
72981,-240,-60,1,100
72985,-240,200,1,-160
72989,-240,-80,1,120
72993,-240,-160,1,200
72997,-240,140,1,-100
73001,-240,240,1,-200
73005,-240,-120,1,160
73009,-240,80,1,-40
73013,-240,220,1,-180
73017,-240,100,1,-60
73021,-240,40,1,0
73025,-240,20,1,20
73029,-240,-20,1,60
73033,-240,220,1,-180
73037,-240,-140,1,180
73041,-240,-140,1,180
73045,-240,140,1,-100
73049,-240,-160,1,200
73053,-240,20,1,20
73057,-240,260,1,-220
73061,-240,-100,1,140
73065,-240,80,1,-40
73069,-240,260,1,-220
73073,-240,120,1,-80
73077,-240,240,1,-200
73081,-240,260,1,-220
73085,-240,-120,1,160
73089,-240,60,1,-20
73093,-240,-100,1,140
73097,-240,-20,1,60
73101,-240,160,1,-120
73105,-240,-40,1,80
73109,-240,-60,1,100
73113,-240,180,1,-140
73117,-240,-20,1,60
73121,-240,-100,1,140
73125,-240,120,1,-80
73129,-240,200,1,-160
73133,-240,240,1,-200
73137,-240,280,1,-240
73141,-240,-40,1,80
73145,-240,40,1,0
73149,-240,-120,1,160
73153,-240,-100,1,140
73157,-240,280,1,-240
73161,-240,100,1,-60
73165,-240,20,1,20
73169,-240,-40,1,80
73173,-240,60,1,-20
73177,-240,-40,1,80
73181,-240,-40,1,80
73185,-240,-100,1,140
73189,-240,120,1,-80
73193,-240,-100,1,140
73197,-240,-80,1,120
73201,-240,240,1,-200
73205,-240,160,1,-120
73209,-240,180,1,-140
73213,-240,100,1,-60
73217,-240,260,1,-220
73221,-240,60,1,-20
73225,-240,-140,1,180
73229,-240,160,1,-120
73233,-240,-40,1,80
73237,-240,-100,1,140
73241,-240,-160,1,200
73245,-240,-20,1,60
73249,-240,20,1,20
73253,-240,180,1,-140
73257,-240,60,1,-20
73261,-240,280,1,-240
73265,-240,260,1,-220
73269,-240,200,1,-160
73273,-240,220,1,-180
73277,-240,-140,1,180
73281,-240,180,1,-140
73285,-240,200,1,-160
73289,-240,80,1,-40
73293,-240,-160,1,200
73297,-240,240,1,-200
73301,-240,140,1,-100
73305,-240,120,1,-80
73309,-240,40,1,0
73313,240,-180,2,-220
73317,240,80,2,40
73321,240,-60,2,-100
73325,240,-120,2,-160
73329,240,40,2,0
73333,240,60,2,20
73337,240,-140,2,-180
73341,240,20,2,-20
73345,240,0,2,-40
73349,240,-120,2,-160
73353,240,140,2,100
73357,240,60,2,20
73361,240,260,2,220
73365,240,-80,2,-120
73369,240,-100,2,-140
73373,240,140,2,100
73377,240,260,2,220
73381,240,60,2,20
73385,240,140,2,100
73389,240,160,2,120
73393,240,80,2,40
73397,240,60,2,20
73401,240,260,2,220
73405,240,180,2,140
73409,240,60,2,20
73413,240,180,2,140
73417,240,100,2,60
73421,240,-120,2,-160
73425,240,-160,2,-200
73429,-240,-180,1,220
73433,-240,-60,1,100
73437,-240,40,1,0
73441,-240,-20,1,60
73445,-240,80,1,-40
73449,-240,80,1,-40
73453,-240,60,1,-20
73457,-240,-20,1,60
73461,-240,-160,1,200
73465,-240,180,1,-140
73469,-240,-100,1,140
73473,-240,200,1,-160
73477,-240,-80,1,120
73481,-240,180,1,-140
73485,-240,-120,1,160
73489,-240,240,1,-200
73493,-240,60,1,-20
73497,-240,20,1,20
73501,-240,200,1,-160
73505,-240,-100,1,140
73509,-240,200,1,-160
73513,-240,40,1,0
73517,-240,160,1,-120
73521,-240,280,1,-240
73525,-240,-140,1,180
73529,-240,-160,1,200
73533,-240,140,1,-100
73537,-240,-160,1,200
73541,-240,-40,1,80
73545,-240,-20,1,60
73549,-240,-80,1,120
73553,-240,20,1,20
73557,-240,-100,1,140
73561,-240,-100,1,140
73565,-240,200,1,-160
73569,-240,260,1,-220
73573,-240,100,1,-60
73577,-240,180,1,-140
73581,240,-180,2,-220
73585,240,40,2,0
73589,240,-20,2,-60
73593,240,-140,2,-180
73597,240,180,2,140
73601,240,-80,2,-120
73605,240,140,2,100
73609,240,140,2,100
73613,240,40,2,0
73617,240,180,2,140
73621,240,260,2,220
73625,240,220,2,180
73629,240,140,2,100
73633,240,180,2,140
73637,240,-120,2,-160
73641,240,-120,2,-160
73645,240,-120,2,-160
73649,240,160,2,120
73653,240,20,2,-20
73657,240,-40,2,-80
73661,240,-160,2,-200
73665,240,-20,2,-60
73669,240,200,2,160
73673,240,200,2,160
73677,240,20,2,-20
73681,240,60,2,20
73685,240,140,2,100
73689,240,-120,2,-160
73693,240,-120,2,-160
73697,240,-160,2,-200
73701,240,180,2,140
73705,240,140,2,100
73709,240,0,2,-40
73713,240,60,2,20
73717,240,40,2,0
73721,240,280,2,240
73725,240,-100,2,-140
73729,240,0,2,-40
73733,240,240,2,200
73737,240,60,2,20
73741,240,160,2,120
73745,240,-160,2,-200
73749,240,80,2,40
73753,240,220,2,180
73757,240,-100,2,-140
73761,240,-80,2,-120
73765,240,-140,2,-180
73769,240,120,2,80
73773,240,40,2,0
73777,240,-140,2,-180
73781,240,0,2,-40
73785,240,-40,2,-80
73789,240,0,2,-40
73793,240,120,2,80
73797,240,260,2,220
73801,240,240,2,200
73805,240,40,2,0
73809,240,-80,2,-120
73813,240,280,2,240
73817,240,200,2,160
73821,240,100,2,60
73825,240,200,2,160
73829,240,-160,2,-200
73833,240,80,2,40
73837,240,-140,2,-180
73841,240,-60,2,-100
73845,240,260,2,220
73849,240,200,2,160
73853,240,-160,2,-200
73857,-240,-180,1,220
73861,-240,100,1,-60
73865,-240,-140,1,180
73869,-240,100,1,-60
73873,-240,0,1,40
73877,-240,180,1,-140
73881,-240,-60,1,100
73885,240,-180,2,-220
73889,240,-80,2,-120
73893,240,120,2,80
73897,240,-100,2,-140
73901,240,-80,2,-120
73905,240,20,2,-20
73909,240,60,2,20
73913,240,-140,2,-180
73917,240,-20,2,-60
73921,240,20,2,-20
73925,240,-120,2,-160
73929,240,180,2,140
73933,240,-120,2,-160
73937,240,220,2,180
73941,240,0,2,-40
73945,240,140,2,100
73949,240,220,2,180
73953,240,-20,2,-60
73957,240,0,2,-40
73961,240,240,2,200
73965,240,180,2,140
73969,240,-60,2,-100
73973,240,-120,2,-160
73977,240,20,2,-20
73981,240,60,2,20
73985,240,-60,2,-100
73989,240,240,2,200
73993,240,140,2,100
73997,240,-60,2,-100
74001,240,260,2,220
74005,240,260,2,220
74009,240,240,2,200
74013,240,60,2,20
74017,240,-120,2,-160
74021,240,180,2,140
74025,240,120,2,80
74029,240,20,2,-20
74033,240,-20,2,-60
74037,240,100,2,60
74041,240,-40,2,-80
74045,240,120,2,80
74049,240,20,2,-20
74053,240,-140,2,-180
74057,240,-120,2,-160
74061,240,-140,2,-180
74065,240,-140,2,-180
74069,240,-20,2,-60
74073,240,260,2,220
74077,240,280,2,240
74081,240,-120,2,-160
74085,240,220,2,180
74089,240,-140,2,-180
74093,240,-40,2,-80
74097,240,-80,2,-120
74101,240,200,2,160
74105,240,60,2,20
74109,240,120,2,80
74113,240,180,2,140
74117,240,220,2,180
74121,240,-160,2,-200
74125,240,40,2,0
74129,240,220,2,180
74133,240,260,2,220
74137,240,-160,2,-200
74141,240,-40,2,-80
74145,240,240,2,200
74149,240,-160,2,-200
74153,240,20,2,-20
74157,240,220,2,180
74161,240,20,2,-20
74165,240,-60,2,-100
74169,240,-120,2,-160
74173,240,-160,2,-200
74177,240,180,2,140
74181,240,-120,2,-160
74185,240,200,2,160
74189,240,180,2,140
74193,240,-160,2,-200
74197,240,240,2,200
74201,240,100,2,60
74205,240,-140,2,-180
74209,240,-80,2,-120
74213,240,80,2,40
74217,240,20,2,-20
74221,240,240,2,200
74225,240,-80,2,-120
74229,240,260,2,220
74233,240,-60,2,-100
74237,240,80,2,40
74241,240,260,2,220
74245,240,160,2,120
74249,240,160,2,120
74253,240,140,2,100
74257,240,-120,2,-160
74261,240,-140,2,-180
74265,240,-40,2,-80
74269,240,80,2,40
74273,240,-140,2,-180
74277,240,-40,2,-80
74281,240,20,2,-20
74285,240,-20,2,-60
74289,240,220,2,180
74293,240,260,2,220
74297,240,-60,2,-100
74301,240,220,2,180
74305,240,-20,2,-60
74309,240,-160,2,-200
74313,240,20,2,-20
74317,240,180,2,140
74321,240,-20,2,-60
74325,240,-100,2,-140
74329,240,20,2,-20
74333,240,80,2,40
74337,240,80,2,40
74341,240,240,2,200
74345,240,-160,2,-200
74349,240,-140,2,-180
74353,240,-100,2,-140
74357,240,-120,2,-160
74361,240,-140,2,-180
74365,240,0,2,-40
74369,240,-140,2,-180
74373,240,-80,2,-120
74377,240,100,2,60
74381,240,60,2,20
74385,240,40,2,0
74389,240,100,2,60
74393,240,-100,2,-140
74397,240,220,2,180
74401,240,200,2,160
74405,240,180,2,140
74409,240,-40,2,-80
74413,240,100,2,60
74417,240,180,2,140
74421,240,-160,2,-200
74425,240,180,2,140
74429,240,80,2,40
74433,240,-80,2,-120
74437,240,40,2,0
74441,240,80,2,40
74445,240,0,2,-40
74449,240,-80,2,-120
74453,240,140,2,100
74457,240,-120,2,-160
74461,240,200,2,160
74465,240,240,2,200
74469,240,220,2,180
74473,240,160,2,120
74477,240,140,2,100
74481,240,-140,2,-180
74485,240,260,2,220
74489,240,-80,2,-120
74493,240,-60,2,-100
74497,240,120,2,80
74501,240,80,2,40
74505,240,-140,2,-180
74509,240,140,2,100
74513,240,-160,2,-200
74517,240,180,2,140
74521,240,100,2,60
74525,240,40,2,0
74529,240,-20,2,-60
74533,240,-160,2,-200
74537,240,100,2,60
74541,240,160,2,120
74545,240,280,2,240
74549,240,100,2,60
74553,240,180,2,140
74557,240,160,2,120
74561,240,80,2,40
74565,240,120,2,80
74569,240,180,2,140
74573,240,-40,2,-80
74577,240,-60,2,-100
74581,240,160,2,120
74585,240,120,2,80
74589,240,-120,2,-160
74593,240,-60,2,-100
74597,240,40,2,0
74601,240,-60,2,-100
74605,240,100,2,60
74609,240,-20,2,-60
74613,240,220,2,180
74617,240,260,2,220
74621,240,240,2,200
74625,240,200,2,160
74629,240,20,2,-20
74633,240,0,2,-40
74637,240,-120,2,-160
74641,240,140,2,100
74645,240,0,2,-40
74649,240,-80,2,-120
74653,240,-20,2,-60
74657,240,140,2,100
74661,240,260,2,220
74665,240,-20,2,-60
74669,240,-20,2,-60
74673,240,240,2,200
74677,240,280,2,240
74681,240,-100,2,-140
74685,240,-140,2,-180
74689,240,20,2,-20
74693,240,-40,2,-80
74697,240,-80,2,-120
74701,240,220,2,180
74705,240,220,2,180
74709,240,180,2,140
74713,240,80,2,40
74717,240,20,2,-20
74721,240,-40,2,-80
74725,240,-40,2,-80
74729,240,160,2,120
74733,240,40,2,0
74737,240,20,2,-20
74741,240,-140,2,-180
74745,240,180,2,140
74749,240,260,2,220
74753,240,-60,2,-100
74757,240,-60,2,-100
74761,240,220,2,180
74765,240,160,2,120
74769,240,260,2,220
74773,240,200,2,160
74777,240,-60,2,-100
74781,240,-160,2,-200
74785,240,-60,2,-100
74789,240,200,2,160
74793,240,-160,2,-200
74797,240,280,2,240
74801,240,-120,2,-160
74805,240,180,2,140
74809,240,240,2,200
74813,240,-120,2,-160
74817,240,80,2,40
74821,240,240,2,200
74825,240,120,2,80
74829,240,-60,2,-100
74833,240,80,2,40
74837,240,200,2,160
74841,240,-60,2,-100
74845,240,-80,2,-120
74849,240,220,2,180
74853,240,-80,2,-120
74857,240,140,2,100
74861,240,-100,2,-140
74865,240,120,2,80
74869,240,-140,2,-180
74873,240,220,2,180
74877,240,160,2,120
74881,240,-160,2,-200
74885,240,200,2,160
74889,240,-40,2,-80
74893,240,-140,2,-180
74897,240,260,2,220
74901,240,80,2,40
74905,240,60,2,20
74909,240,-140,2,-180
74913,240,40,2,0
74917,240,260,2,220
74921,240,140,2,100
74925,-240,-180,1,220
74929,-240,100,1,-60
74933,-240,280,1,-240
74937,-240,180,1,-140
74941,-240,-140,1,180
74945,-240,40,1,0
74949,-240,240,1,-200
74953,-240,-160,1,200
74957,240,-180,2,-220
74961,240,100,2,60
74965,240,-40,2,-80
74969,240,60,2,20
74973,240,200,2,160
74977,240,280,2,240
74981,240,200,2,160
74985,240,60,2,20
74989,240,60,2,20
74993,-240,-180,1,220
74997,-240,40,1,0
75001,-240,-140,1,180
75005,-240,-120,1,160
75009,-240,120,1,-80
75013,-240,-20,1,60
75017,-240,-140,1,180
75021,-240,20,1,20
75025,-240,80,1,-40
75029,-240,240,1,-200
75033,-240,220,1,-180
75037,-240,-100,1,140
75041,-240,140,1,-100
75045,240,-180,2,-220
75049,240,260,2,220
75053,240,-20,2,-60
75057,240,-160,2,-200
75061,240,-140,2,-180
75065,240,100,2,60
75069,240,-140,2,-180
75073,240,-140,2,-180
75077,240,-120,2,-160
75081,240,40,2,0
75085,240,-40,2,-80
75089,240,0,2,-40
75093,240,-140,2,-180
75097,240,-80,2,-120
75101,240,-40,2,-80
75105,240,-40,2,-80
75109,240,120,2,80
75113,240,180,2,140
75117,240,40,2,0
75121,240,-40,2,-80
75125,240,180,2,140
75129,240,-140,2,-180
75133,240,220,2,180
75137,-240,-180,1,220
75141,-240,260,1,-220
75145,-240,160,1,-120
75149,-240,140,1,-100
75153,-240,-60,1,100
75157,-240,-160,1,200
75161,-240,200,1,-160
75165,-240,200,1,-160
75169,-240,140,1,-100
75173,-240,-120,1,160
75177,-240,180,1,-140
75181,-240,-80,1,120
75185,-240,40,1,0
75189,-240,180,1,-140
75193,-240,280,1,-240
75197,-240,60,1,-20
75201,240,-180,2,-220
75205,240,0,2,-40
75209,240,220,2,180
75213,240,-40,2,-80
75217,240,120,2,80
75221,240,200,2,160
75225,240,-40,2,-80
75229,240,20,2,-20
75233,240,40,2,0
75237,240,20,2,-20
75241,240,-160,2,-200
75245,240,-140,2,-180
75249,240,-160,2,-200
75253,240,60,2,20
75257,-240,-180,1,220
75261,-240,200,1,-160
75265,240,-180,2,-220
75269,240,-80,2,-120
75273,240,160,2,120
75277,240,200,2,160
75281,240,240,2,200
75285,240,-140,2,-180
75289,240,-120,2,-160
75293,240,0,2,-40
75297,240,200,2,160
75301,240,60,2,20
75305,240,40,2,0
75309,240,-100,2,-140
75313,240,-60,2,-100
75317,240,40,2,0
75321,240,220,2,180
75325,240,100,2,60
75329,240,-60,2,-100
75333,240,100,2,60
75337,240,60,2,20
75341,240,60,2,20
75345,240,100,2,60
75349,240,280,2,240
75353,240,220,2,180
75357,240,-140,2,-180
75361,-240,-180,1,220
75365,-240,-160,1,200
75369,240,-180,2,-220
75373,240,-140,2,-180
75377,240,20,2,-20
75381,240,-120,2,-160
75385,-240,-180,1,220
75389,-240,220,1,-180
75393,-240,0,1,40
75397,-240,80,1,-40
75401,-240,60,1,-20
75405,240,-180,2,-220
75409,240,200,2,160
75413,240,200,2,160
75417,240,140,2,100
75421,240,-160,2,-200
75425,240,40,2,0
75429,240,20,2,-20
75433,-240,-180,1,220
75437,-240,100,1,-60
75441,-240,-140,1,180
75445,-240,260,1,-220
75449,-240,180,1,-140
75453,-240,-140,1,180
75457,-240,240,1,-200
75461,-240,160,1,-120
75465,-240,-140,1,180
75469,-240,-140,1,180
75473,-240,260,1,-220
75477,-240,-100,1,140
75481,-240,100,1,-60
75485,-240,260,1,-220
75489,-240,-160,1,200
75493,-240,-60,1,100
75497,-240,240,1,-200
75501,-240,260,1,-220
75505,-240,-20,1,60
75509,-240,140,1,-100
75513,240,-180,2,-220
75517,240,60,2,20
75521,240,-80,2,-120
75525,240,220,2,180
75529,240,180,2,140
75533,240,-60,2,-100
75537,240,140,2,100
75541,240,0,2,-40
75545,240,-80,2,-120
75549,240,240,2,200
75553,240,260,2,220
75557,240,-160,2,-200
75561,240,-120,2,-160
75565,240,-40,2,-80
75569,240,-40,2,-80
75573,-240,-180,1,220
75577,-240,60,1,-20
75581,-240,280,1,-240
75585,-240,-40,1,80
75589,-240,-140,1,180
75593,-240,100,1,-60
75597,-240,160,1,-120
75601,-240,-140,1,180
75605,-240,240,1,-200
75609,-240,240,1,-200
75613,-240,40,1,0
75617,-240,240,1,-200
75621,-240,240,1,-200
75625,-240,280,1,-240
75629,-240,-60,1,100
75633,-240,240,1,-200
75637,-240,160,1,-120
75641,-240,240,1,-200
75645,-240,-100,1,140
75649,-240,180,1,-140
75653,-240,-140,1,180
75657,-240,160,1,-120
75661,-240,20,1,20
75665,-240,240,1,-200
75669,-240,240,1,-200
75673,-240,240,1,-200
75677,-240,260,1,-220
75681,-240,-140,1,180
75685,-240,-20,1,60
75689,-240,200,1,-160
75693,-240,-140,1,180
75697,-240,140,1,-100
75701,-240,-60,1,100
75705,-240,140,1,-100
75709,-240,200,1,-160
