,x_in,y_in,change,x_fin
16597,-240,160,1,-120
16601,-240,60,1,-20
16605,-240,-140,1,180
16609,-240,40,1,0
16613,-240,-100,1,140
16617,240,-180,2,-220
16621,240,80,2,40
16625,240,100,2,60
16629,240,200,2,160
16633,240,260,2,220
16637,240,-80,2,-120
16641,240,-20,2,-60
16645,240,80,2,40
16649,240,180,2,140
16653,240,0,2,-40
16657,240,-160,2,-200
16661,240,40,2,0
16665,240,-80,2,-120
16669,240,280,2,240
16673,240,-40,2,-80
16677,-240,-180,1,220
16681,-240,280,1,-240
16685,-240,260,1,-220
16689,-240,180,1,-140
16693,240,-180,2,-220
16697,240,-60,2,-100
16701,240,240,2,200
16705,240,40,2,0
16709,240,140,2,100
16713,240,280,2,240
16717,240,-160,2,-200
16721,240,200,2,160
16725,240,160,2,120
16729,240,-120,2,-160
16733,240,-60,2,-100
16737,240,240,2,200
16741,240,-160,2,-200
16745,240,-80,2,-120
16749,240,-100,2,-140
16753,240,100,2,60
16757,240,40,2,0
16761,240,220,2,180
16765,240,180,2,140
16769,240,160,2,120
16773,240,280,2,240
16777,240,160,2,120
16781,240,160,2,120
16785,240,260,2,220
16789,240,220,2,180
16793,240,220,2,180
16797,240,-140,2,-180
16801,240,-80,2,-120
16805,240,100,2,60
16809,240,240,2,200
16813,240,80,2,40
16817,240,-160,2,-200
16821,240,160,2,120
16825,240,40,2,0
16829,240,-80,2,-120
16833,240,40,2,0
16837,240,-80,2,-120
16841,240,0,2,-40
16845,240,220,2,180
16849,240,220,2,180
16853,240,260,2,220
16857,240,-160,2,-200
16861,240,40,2,0
16865,-240,-180,1,220
16869,-240,80,1,-40
16873,-240,-100,1,140
16877,-240,240,1,-200
16881,-240,40,1,0
16885,-240,140,1,-100
16889,-240,260,1,-220
16893,240,-180,2,-220
16897,240,-160,2,-200
16901,240,-120,2,-160
16905,240,100,2,60
16909,240,-120,2,-160
16913,240,220,2,180
16917,-240,-180,1,220
16921,-240,180,1,-140
16925,-240,-120,1,160
16929,-240,-120,1,160
16933,-240,220,1,-180
16937,-240,160,1,-120
16941,-240,260,1,-220
16945,-240,100,1,-60
16949,-240,80,1,-40
16953,-240,40,1,0
16957,-240,160,1,-120
16961,-240,60,1,-20
16965,-240,180,1,-140
16969,-240,200,1,-160
16973,-240,-140,1,180
16977,-240,-80,1,120
16981,-240,-140,1,180
16985,-240,220,1,-180
16989,-240,-160,1,200
16993,-240,80,1,-40
16997,-240,120,1,-80
17001,-240,200,1,-160
17005,-240,120,1,-80
17009,-240,60,1,-20
17013,-240,-20,1,60
17017,-240,-140,1,180
17021,-240,-60,1,100
17025,-240,-100,1,140
17029,-240,120,1,-80
17033,-240,20,1,20
17037,-240,-140,1,180
17041,-240,100,1,-60
17045,-240,100,1,-60
17049,-240,-80,1,120
17053,-240,200,1,-160
17057,240,-180,2,-220
17061,240,-120,2,-160
17065,240,0,2,-40
17069,240,-140,2,-180
17073,240,-120,2,-160
17077,-240,-180,1,220
17081,-240,-160,1,200
17085,-240,180,1,-140
17089,-240,100,1,-60
17093,-240,40,1,0
17097,-240,-80,1,120
17101,-240,-20,1,60
17105,-240,140,1,-100
17109,-240,280,1,-240
17113,240,-180,2,-220
17117,240,-140,2,-180
17121,240,-140,2,-180
17125,240,-40,2,-80
17129,240,-100,2,-140
17133,240,260,2,220
17137,240,-140,2,-180
17141,240,-40,2,-80
17145,240,260,2,220
17149,240,200,2,160
17153,240,140,2,100
17157,240,120,2,80
17161,240,20,2,-20
17165,240,-80,2,-120
17169,240,-40,2,-80
17173,240,0,2,-40
17177,240,160,2,120
17181,240,0,2,-40
17185,240,260,2,220
17189,240,-40,2,-80
17193,240,-40,2,-80
17197,240,-160,2,-200
17201,240,0,2,-40
17205,240,120,2,80
17209,240,140,2,100
17213,240,-120,2,-160
17217,240,240,2,200
17221,240,280,2,240
17225,-240,-180,1,220
17229,-240,80,1,-40
17233,-240,-160,1,200
17237,-240,-140,1,180
17241,240,-180,2,-220
17245,240,0,2,-40
17249,-240,-180,1,220
17253,-240,140,1,-100
17257,-240,60,1,-20
17261,-240,60,1,-20
17265,-240,240,1,-200
17269,-240,-120,1,160
17273,-240,-40,1,80
17277,-240,40,1,0
17281,240,-180,2,-220
17285,240,40,2,0
17289,240,20,2,-20
17293,240,220,2,180
17297,240,180,2,140
17301,240,40,2,0
17305,240,-160,2,-200
17309,240,60,2,20
17313,240,40,2,0
17317,240,280,2,240
17321,240,-120,2,-160
17325,240,-160,2,-200
17329,240,-20,2,-60
17333,240,-120,2,-160
17337,-240,-180,1,220
17341,-240,280,1,-240
17345,-240,0,1,40
17349,-240,240,1,-200
17353,-240,80,1,-40
17357,-240,100,1,-60
17361,-240,200,1,-160
17365,-240,180,1,-140
17369,-240,-140,1,180
17373,-240,-160,1,200
17377,-240,-40,1,80
17381,-240,20,1,20
17385,-240,40,1,0
17389,-240,20,1,20
17393,-240,100,1,-60
17397,-240,40,1,0
17401,-240,220,1,-180
17405,-240,-80,1,120
17409,-240,-120,1,160
17413,-240,40,1,0
17417,-240,40,1,0
17421,-240,200,1,-160
17425,-240,-120,1,160
17429,-240,60,1,-20
17433,-240,60,1,-20
17437,-240,100,1,-60
17441,-240,40,1,0
17445,-240,-140,1,180
17449,-240,280,1,-240
17453,-240,180,1,-140
17457,-240,240,1,-200
17461,-240,180,1,-140
17465,-240,0,1,40
17469,-240,100,1,-60
17473,-240,-40,1,80
17477,-240,-80,1,120
17481,-240,260,1,-220
17485,-240,200,1,-160
17489,-240,0,1,40
17493,-240,20,1,20
17497,-240,60,1,-20
17501,-240,40,1,0
17505,-240,260,1,-220
17509,240,-180,2,-220
17513,240,120,2,80
17517,240,0,2,-40
17521,240,-100,2,-140
17525,240,200,2,160
17529,240,60,2,20
17533,240,140,2,100
17537,240,-160,2,-200
17541,240,-80,2,-120
17545,240,-120,2,-160
17549,240,240,2,200
17553,240,120,2,80
17557,240,-140,2,-180
17561,240,-100,2,-140
17565,240,280,2,240
17569,240,80,2,40
17573,240,200,2,160
17577,-240,-180,1,220
17581,-240,220,1,-180
17585,-240,160,1,-120
17589,-240,160,1,-120
17593,-240,-140,1,180
17597,-240,-80,1,120
17601,-240,280,1,-240
17605,-240,-160,1,200
17609,-240,140,1,-100
17613,-240,-40,1,80
17617,-240,60,1,-20
17621,-240,-60,1,100
17625,-240,20,1,20
17629,-240,-20,1,60
17633,-240,-40,1,80
17637,-240,-120,1,160
17641,-240,180,1,-140
17645,-240,280,1,-240
17649,-240,-140,1,180
17653,-240,40,1,0
17657,-240,160,1,-120
17661,-240,-140,1,180
17665,-240,140,1,-100
17669,240,-180,2,-220
17673,240,-140,2,-180
17677,240,200,2,160
17681,240,20,2,-20
17685,240,180,2,140
17689,240,80,2,40
17693,240,-60,2,-100
17697,240,220,2,180
17701,240,-140,2,-180
17705,240,80,2,40
17709,240,20,2,-20
17713,240,120,2,80
17717,240,-140,2,-180
17721,240,0,2,-40
17725,240,-100,2,-140
17729,240,120,2,80
17733,240,-140,2,-180
17737,240,260,2,220
17741,240,-160,2,-200
17745,240,-140,2,-180
17749,240,120,2,80
17753,240,160,2,120
17757,240,220,2,180
17761,240,-160,2,-200
17765,240,100,2,60
17769,240,20,2,-20
17773,240,-100,2,-140
17777,240,-40,2,-80
17781,240,-120,2,-160
17785,240,0,2,-40
17789,240,80,2,40
17793,240,0,2,-40
17797,240,-100,2,-140
17801,240,80,2,40
17805,240,-120,2,-160
17809,240,80,2,40
17813,240,-140,2,-180
17817,240,-60,2,-100
17821,240,80,2,40
17825,240,-20,2,-60
17829,240,280,2,240
17833,240,80,2,40
17837,240,-140,2,-180
17841,240,20,2,-20
17845,240,-140,2,-180
17849,240,120,2,80
17853,240,40,2,0
17857,240,160,2,120
17861,240,240,2,200
17865,240,280,2,240
17869,240,0,2,-40
17873,240,200,2,160
17877,240,-140,2,-180
17881,240,80,2,40
17885,240,0,2,-40
17889,240,-140,2,-180
17893,240,-20,2,-60
17897,240,60,2,20
17901,240,-140,2,-180
17905,240,-40,2,-80
17909,240,60,2,20
17913,240,-120,2,-160
17917,240,-80,2,-120
17921,240,-40,2,-80
17925,240,-140,2,-180
17929,240,220,2,180
17933,240,240,2,200
17937,240,0,2,-40
17941,240,60,2,20
17945,240,260,2,220
17949,240,220,2,180
17953,240,0,2,-40
17957,240,260,2,220
17961,240,-40,2,-80
17965,240,60,2,20
17969,240,100,2,60
17973,240,-60,2,-100
17977,240,20,2,-20
17981,-240,-180,1,220
17985,-240,160,1,-120
17989,-240,60,1,-20
17993,-240,160,1,-120
17997,-240,40,1,0
18001,-240,40,1,0
18005,-240,200,1,-160
18009,-240,280,1,-240
18013,-240,120,1,-80
18017,-240,180,1,-140
18021,-240,40,1,0
18025,-240,-40,1,80
18029,240,-180,2,-220
18033,240,60,2,20
18037,-240,-180,1,220
18041,-240,-80,1,120
18045,-240,-140,1,180
18049,-240,-100,1,140
18053,-240,220,1,-180
18057,-240,20,1,20
18061,-240,140,1,-100
18065,-240,-80,1,120
18069,-240,120,1,-80
18073,-240,-100,1,140
18077,-240,-140,1,180
18081,-240,-100,1,140
18085,-240,60,1,-20
18089,-240,40,1,0
18093,-240,120,1,-80
18097,-240,240,1,-200
18101,-240,-100,1,140
18105,-240,-40,1,80
18109,-240,240,1,-200
18113,-240,100,1,-60
18117,-240,20,1,20
18121,-240,200,1,-160
18125,-240,40,1,0
18129,-240,60,1,-20
18133,-240,-40,1,80
18137,-240,20,1,20
18141,-240,-80,1,120
18145,-240,40,1,0
18149,-240,0,1,40
18153,-240,200,1,-160
18157,-240,220,1,-180
18161,-240,100,1,-60
18165,-240,260,1,-220
18169,-240,-120,1,160
18173,-240,80,1,-40
18177,-240,200,1,-160
18181,-240,100,1,-60
18185,-240,140,1,-100
18189,240,-180,2,-220
18193,240,100,2,60
18197,240,-40,2,-80
18201,240,-40,2,-80
18205,240,180,2,140
18209,240,160,2,120
18213,240,-140,2,-180
18217,-240,-180,1,220
18221,240,-180,2,-220
18225,240,100,2,60
18229,240,-20,2,-60
18233,240,-100,2,-140
18237,240,-60,2,-100
18241,240,220,2,180
18245,240,-80,2,-120
18249,240,-40,2,-80
18253,240,100,2,60
18257,240,160,2,120
18261,240,240,2,200
18265,240,160,2,120
18269,240,60,2,20
18273,240,-80,2,-120
18277,240,100,2,60
18281,240,140,2,100
18285,240,180,2,140
18289,240,80,2,40
18293,240,-60,2,-100
18297,240,40,2,0
18301,240,0,2,-40
18305,240,-20,2,-60
18309,240,-100,2,-140
18313,240,200,2,160
18317,240,180,2,140
18321,240,-80,2,-120
18325,240,-100,2,-140
18329,240,240,2,200
18333,240,220,2,180
18337,-240,-180,1,220
18341,-240,-40,1,80
18345,-240,-160,1,200
18349,-240,20,1,20
18353,-240,20,1,20
18357,-240,100,1,-60
18361,-240,80,1,-40
18365,-240,-60,1,100
18369,-240,-40,1,80
18373,-240,120,1,-80
18377,-240,220,1,-180
18381,-240,-100,1,140
18385,-240,-140,1,180
18389,-240,200,1,-160
18393,-240,60,1,-20
18397,-240,-20,1,60
18401,-240,280,1,-240
18405,240,-180,2,-220
18409,240,140,2,100
18413,240,0,2,-40
18417,240,200,2,160
18421,240,-80,2,-120
18425,240,-100,2,-140
18429,240,-20,2,-60
18433,240,-80,2,-120
18437,240,240,2,200
18441,240,180,2,140
18445,240,140,2,100
18449,240,80,2,40
18453,240,-140,2,-180
18457,-240,-180,1,220
18461,-240,-160,1,200
18465,-240,-120,1,160
18469,-240,200,1,-160
18473,-240,140,1,-100
18477,-240,260,1,-220
18481,-240,-100,1,140
18485,-240,240,1,-200
18489,-240,240,1,-200
18493,-240,-80,1,120
18497,-240,260,1,-220
18501,-240,220,1,-180
18505,-240,-40,1,80
18509,-240,40,1,0
18513,-240,180,1,-140
18517,-240,80,1,-40
18521,-240,-20,1,60
18525,-240,160,1,-120
18529,-240,-140,1,180
18533,-240,-120,1,160
18537,-240,280,1,-240
18541,-240,100,1,-60
18545,-240,160,1,-120
18549,-240,-60,1,100
18553,-240,-20,1,60
18557,-240,120,1,-80
18561,240,-180,2,-220
18565,240,-160,2,-200
18569,-240,-180,1,220
18573,-240,280,1,-240
18577,-240,60,1,-20
18581,-240,200,1,-160
18585,-240,260,1,-220
18589,-240,240,1,-200
18593,-240,120,1,-80
18597,-240,0,1,40
18601,-240,0,1,40
18605,-240,280,1,-240
18609,-240,-160,1,200
18613,-240,280,1,-240
18617,-240,220,1,-180
18621,-240,-100,1,140
18625,-240,-100,1,140
18629,-240,-40,1,80
18633,-240,100,1,-60
18637,-240,280,1,-240
18641,-240,-140,1,180
18645,-240,100,1,-60
18649,-240,180,1,-140
18653,-240,140,1,-100
18657,240,-180,2,-220
18661,240,260,2,220
18665,240,80,2,40
18669,-240,-180,1,220
18673,-240,200,1,-160
18677,-240,220,1,-180
18681,-240,140,1,-100
18685,-240,140,1,-100
18689,-240,-40,1,80
18693,-240,40,1,0
18697,-240,80,1,-40
18701,-240,80,1,-40
18705,-240,-40,1,80
18709,240,-180,2,-220
18713,240,40,2,0
18717,240,-80,2,-120
18721,240,-60,2,-100
18725,240,20,2,-20
18729,240,240,2,200
18733,240,-80,2,-120
18737,240,140,2,100
18741,240,-120,2,-160
18745,240,20,2,-20
18749,240,160,2,120
18753,240,0,2,-40
18757,240,260,2,220
18761,240,0,2,-40
18765,240,-160,2,-200
18769,240,260,2,220
18773,240,-120,2,-160
18777,240,100,2,60
18781,240,-20,2,-60
18785,240,-60,2,-100
18789,240,-80,2,-120
18793,240,-140,2,-180
18797,240,20,2,-20
18801,240,40,2,0
18805,240,20,2,-20
18809,240,20,2,-20
18813,240,-120,2,-160
18817,240,-100,2,-140
18821,240,-100,2,-140
18825,240,-140,2,-180
18829,240,220,2,180
18833,240,220,2,180
18837,-240,-180,1,220
18841,-240,-140,1,180
18845,-240,240,1,-200
18849,-240,280,1,-240
18853,-240,-40,1,80
18857,-240,-140,1,180
18861,-240,220,1,-180
18865,-240,240,1,-200
18869,-240,200,1,-160
18873,-240,-60,1,100
18877,-240,-100,1,140
18881,-240,260,1,-220
18885,-240,180,1,-140
18889,-240,180,1,-140
18893,-240,0,1,40
18897,-240,260,1,-220
18901,-240,-80,1,120
18905,-240,-120,1,160
18909,-240,-120,1,160
18913,-240,0,1,40
18917,-240,40,1,0
18921,-240,-120,1,160
18925,-240,0,1,40
18929,-240,-60,1,100
18933,-240,160,1,-120
18937,-240,20,1,20
18941,-240,-120,1,160
18945,-240,120,1,-80
18949,-240,160,1,-120
18953,-240,60,1,-20
18957,-240,-80,1,120
18961,-240,100,1,-60
18965,-240,-40,1,80
18969,-240,-140,1,180
18973,-240,-80,1,120
18977,-240,-160,1,200
18981,-240,260,1,-220
18985,-240,-140,1,180
18989,-240,240,1,-200
18993,-240,0,1,40
18997,-240,-40,1,80
19001,-240,80,1,-40
19005,-240,200,1,-160
19009,-240,220,1,-180
19013,-240,140,1,-100
19017,-240,100,1,-60
19021,-240,180,1,-140
19025,-240,220,1,-180
19029,-240,-140,1,180
19033,-240,40,1,0
19037,-240,20,1,20
19041,-240,100,1,-60
19045,-240,280,1,-240
19049,-240,-20,1,60
19053,-240,240,1,-200
19057,-240,40,1,0
19061,-240,-80,1,120
19065,-240,140,1,-100
19069,-240,180,1,-140
19073,-240,-120,1,160
19077,-240,-60,1,100
19081,-240,240,1,-200
19085,-240,220,1,-180
19089,-240,-60,1,100
19093,-240,160,1,-120
19097,-240,80,1,-40
19101,-240,100,1,-60
19105,-240,-160,1,200
19109,-240,140,1,-100
19113,-240,280,1,-240
19117,-240,260,1,-220
19121,-240,-100,1,140
19125,-240,-80,1,120
19129,-240,260,1,-220
19133,-240,120,1,-80
19137,240,-180,2,-220
19141,240,-140,2,-180
19145,240,40,2,0
19149,240,200,2,160
19153,240,40,2,0
19157,240,220,2,180
19161,240,-60,2,-100
19165,240,100,2,60
19169,240,-120,2,-160
19173,240,120,2,80
19177,240,40,2,0
19181,240,260,2,220
19185,240,220,2,180
19189,240,260,2,220
19193,240,140,2,100
19197,240,-60,2,-100
19201,240,80,2,40
19205,240,-160,2,-200
19209,240,0,2,-40
19213,240,-60,2,-100
19217,240,180,2,140
19221,240,240,2,200
19225,240,220,2,180
19229,240,200,2,160
19233,240,260,2,220
19237,240,-160,2,-200
19241,240,-60,2,-100
19245,240,-140,2,-180
19249,240,240,2,200
19253,240,160,2,120
19257,240,-140,2,-180
19261,240,-80,2,-120
19265,240,0,2,-40
19269,240,-140,2,-180
19273,240,160,2,120
19277,240,280,2,240
19281,240,20,2,-20
19285,240,120,2,80
19289,240,20,2,-20
19293,240,40,2,0
19297,240,240,2,200
19301,240,120,2,80
19305,240,-40,2,-80
19309,240,-160,2,-200
19313,240,-120,2,-160
19317,240,140,2,100
19321,240,-20,2,-60
19325,240,0,2,-40
19329,240,0,2,-40
19333,240,-120,2,-160
19337,240,-140,2,-180
19341,240,260,2,220
19345,240,220,2,180
19349,240,-40,2,-80
19353,240,140,2,100
19357,240,40,2,0
19361,240,160,2,120
19365,240,60,2,20
19369,240,200,2,160
19373,240,-160,2,-200
19377,240,-60,2,-100
19381,240,0,2,-40
19385,240,-80,2,-120
19389,240,-40,2,-80
19393,-240,-180,1,220
19397,-240,-80,1,120
19401,-240,140,1,-100
19405,-240,160,1,-120
19409,-240,160,1,-120
19413,-240,120,1,-80
19417,-240,-140,1,180
19421,-240,40,1,0
19425,-240,220,1,-180
19429,-240,-80,1,120
19433,-240,80,1,-40
19437,-240,20,1,20
19441,240,-180,2,-220
19445,240,-120,2,-160
19449,240,140,2,100
19453,240,-20,2,-60
19457,240,20,2,-20
19461,240,140,2,100
19465,240,-120,2,-160
19469,240,160,2,120
19473,240,0,2,-40
19477,240,220,2,180
19481,240,280,2,240
19485,240,140,2,100
19489,240,160,2,120
19493,240,-120,2,-160
19497,240,200,2,160
19501,240,-20,2,-60
19505,240,180,2,140
19509,240,-160,2,-200
19513,240,-160,2,-200
19517,240,240,2,200
19521,240,-40,2,-80
19525,240,60,2,20
19529,240,-80,2,-120
19533,240,20,2,-20
19537,240,-20,2,-60
19541,240,-140,2,-180
19545,240,-140,2,-180
19549,240,-120,2,-160
19553,240,40,2,0
19557,240,140,2,100
19561,240,100,2,60
19565,-240,-180,1,220
19569,-240,-120,1,160
19573,-240,200,1,-160
19577,-240,0,1,40
19581,240,-180,2,-220
19585,240,-140,2,-180
19589,240,100,2,60
19593,240,240,2,200
19597,240,80,2,40
19601,240,-160,2,-200
19605,240,80,2,40
19609,240,-80,2,-120
19613,240,220,2,180
19617,240,280,2,240
19621,240,80,2,40
19625,240,0,2,-40
19629,240,-120,2,-160
19633,240,-160,2,-200
19637,240,-60,2,-100
19641,240,-140,2,-180
19645,240,-40,2,-80
19649,240,-160,2,-200
19653,240,180,2,140
19657,-240,-180,1,220
19661,-240,280,1,-240
19665,-240,220,1,-180
19669,-240,180,1,-140
19673,-240,-60,1,100
19677,-240,80,1,-40
19681,-240,-140,1,180
19685,-240,-40,1,80
19689,-240,-140,1,180
19693,-240,160,1,-120
19697,-240,-20,1,60
19701,-240,-120,1,160
19705,-240,-160,1,200
19709,-240,240,1,-200
19713,-240,100,1,-60
19717,-240,100,1,-60
19721,-240,80,1,-40
19725,-240,-40,1,80
19729,-240,-20,1,60
19733,-240,-40,1,80
19737,-240,160,1,-120
19741,-240,120,1,-80
19745,-240,60,1,-20
19749,-240,-20,1,60
19753,-240,0,1,40
19757,-240,140,1,-100
19761,240,-180,2,-220
19765,240,240,2,200
19769,240,120,2,80
19773,240,-140,2,-180
19777,240,-100,2,-140
19781,240,40,2,0
19785,240,160,2,120
19789,240,-140,2,-180
19793,-240,-180,1,220
19797,-240,240,1,-200
19801,-240,-160,1,200
19805,-240,180,1,-140
19809,-240,-160,1,200
19813,-240,160,1,-120
19817,-240,0,1,40
19821,-240,-120,1,160
19825,-240,-140,1,180
19829,-240,60,1,-20
19833,-240,40,1,0
19837,-240,120,1,-80
19841,-240,260,1,-220
19845,-240,80,1,-40
19849,-240,20,1,20
19853,-240,-140,1,180
19857,240,-180,2,-220
19861,240,-20,2,-60
19865,240,-20,2,-60
19869,240,80,2,40
19873,240,120,2,80
19877,240,-160,2,-200
19881,240,-20,2,-60
19885,-240,-180,1,220
19889,-240,60,1,-20
19893,-240,80,1,-40
19897,-240,240,1,-200
19901,-240,100,1,-60
19905,-240,220,1,-180
19909,-240,100,1,-60
19913,-240,-20,1,60
19917,-240,-20,1,60
19921,-240,-100,1,140
19925,-240,80,1,-40
19929,-240,260,1,-220
19933,-240,220,1,-180
19937,-240,0,1,40
19941,-240,-80,1,120
19945,240,-180,2,-220
19949,240,180,2,140
19953,240,20,2,-20
19957,240,140,2,100
19961,240,40,2,0
19965,-240,-180,1,220
19969,-240,140,1,-100
19973,-240,-40,1,80
19977,-240,240,1,-200
19981,-240,160,1,-120
19985,-240,-160,1,200
19989,-240,60,1,-20
19993,-240,-80,1,120
19997,-240,280,1,-240
20001,-240,200,1,-160
20005,-240,40,1,0
20009,-240,120,1,-80
20013,-240,100,1,-60
20017,-240,20,1,20
20021,-240,-60,1,100
20025,-240,-160,1,200
20029,-240,-20,1,60
20033,-240,-140,1,180
20037,-240,200,1,-160
20041,240,-180,2,-220
20045,240,-100,2,-140
20049,240,-20,2,-60
20053,240,-140,2,-180
20057,240,60,2,20
20061,240,240,2,200
20065,240,100,2,60
20069,240,100,2,60
20073,240,60,2,20
20077,240,180,2,140
20081,240,200,2,160
20085,240,60,2,20
20089,240,160,2,120
20093,240,140,2,100
20097,240,160,2,120
20101,240,-100,2,-140
20105,240,140,2,100
20109,240,220,2,180
20113,240,160,2,120
20117,240,160,2,120
20121,240,140,2,100
20125,240,-40,2,-80
20129,240,140,2,100
20133,240,20,2,-20
20137,240,-100,2,-140
20141,240,-20,2,-60
20145,240,-80,2,-120
20149,240,20,2,-20
20153,240,140,2,100
20157,240,140,2,100
20161,-240,-180,1,220
20165,-240,140,1,-100
20169,-240,200,1,-160
20173,-240,-80,1,120
20177,-240,240,1,-200
20181,-240,280,1,-240
20185,-240,-120,1,160
20189,-240,-60,1,100
20193,240,-180,2,-220
20197,240,200,2,160
20201,-240,-180,1,220
20205,-240,-80,1,120
20209,-240,-100,1,140
20213,-240,220,1,-180
20217,-240,-20,1,60
20221,-240,-160,1,200
20225,-240,-100,1,140
20229,-240,-140,1,180
20233,-240,140,1,-100
20237,-240,200,1,-160
20241,-240,280,1,-240
20245,-240,280,1,-240
20249,-240,160,1,-120
20253,-240,-100,1,140
20257,-240,-60,1,100
20261,-240,-20,1,60
20265,-240,-40,1,80
20269,-240,240,1,-200
20273,-240,120,1,-80
20277,-240,-80,1,120
20281,-240,240,1,-200
20285,-240,-160,1,200
20289,-240,140,1,-100
20293,-240,220,1,-180
20297,-240,140,1,-100
20301,-240,-20,1,60
20305,-240,260,1,-220
20309,-240,80,1,-40
20313,-240,100,1,-60
20317,-240,40,1,0
20321,-240,-120,1,160
20325,-240,-60,1,100
20329,-240,60,1,-20
20333,-240,20,1,20
20337,-240,140,1,-100
20341,-240,-20,1,60
20345,-240,240,1,-200
20349,-240,200,1,-160
20353,-240,240,1,-200
20357,-240,140,1,-100
20361,-240,200,1,-160
20365,-240,140,1,-100
20369,-240,200,1,-160
20373,-240,80,1,-40
20377,-240,20,1,20
20381,-240,-80,1,120
20385,-240,240,1,-200
20389,-240,80,1,-40
20393,-240,-60,1,100
20397,-240,280,1,-240
20401,-240,-40,1,80
20405,-240,-160,1,200
20409,240,-180,2,-220
